date,is_droplet,status,placed_gmv,delivered_gmv,cancelled_gmv,completed_gmv
2020-03-02,Y,delivered,2724764185,2831031270,0,2831031270
2024-12-22,Y,cancelled,317714100,0,314883294,314883294
2021-06-24,N,conducted,7057950,7789776,0,7789776
2023-08-12,Y,cancelled,477583600,0,474571392,474571392
2024-10-06,N,cancelled,47682153,0,45546192,45546192
2020-06-07,Y,cancelled,25805472,0,23918980,23918980
2025-02-10,N,cancelled,43964480,0,46287579,46287579
2023-01-15,N,cancelled,10163320,0,5788800,5788800
2023-10-12,Y,cancelled,471004375,0,458622164,458622164
2023-05-12,N,conducted,3133080,3188430,0,3188430
2023-05-06,N,conducted,4572500,6289920,0,6289920
2022-12-16,N,cancelled,46995689,0,43556550,43556550
2023-04-06,N,cancelled,40803627,0,40857280,40857280
2023-03-14,Y,cancelled,480317530,0,485520348,485520348
2022-03-21,N,conducted,9402672,8595018,0,8595018
2022-06-05,N,cancelled,41835624,0,39202404,39202404
2023-07-21,Y,cancelled,308834603,0,307071540,307071540
2024-12-07,N,cancelled,59582340,0,62072864,62072864
2023-08-17,Y,cancelled,463432465,0,425056422,425056422
2020-09-23,N,conducted,3510024,3371440,0,3371440
2023-11-21,N,conducted,4776840,4152126,0,4152126
2025-05-02,N,conducted,13430534,11438370,0,11438370
2025-04-15,N,cancelled,55157792,0,48606636,48606636
2020-11-09,N,delivered,10500745,9607824,0,9607824
2023-11-05,N,conducted,5000353,5222712,0,5222712
2021-01-26,Y,cancelled,77317760,0,85639029,85639029
2020-04-17,N,cancelled,3701530,0,2847726,2847726
2021-11-21,N,cancelled,10006200,0,10884038,10884038
2020-10-29,Y,cancelled,74015130,0,64298416,64298416
2022-02-26,N,conducted,8913255,8919258,0,8919258
2021-04-23,N,conducted,18779750,14906875,0,14906875
2021-02-14,N,conducted,5188092,4599126,0,4599126
2022-11-19,N,conducted,9344876,9009099,0,9009099
2024-11-24,N,cancelled,32833051,0,37737986,37737986
2022-08-22,N,conducted,7829960,8400076,0,8400076
2020-12-30,N,delivered,175927,204736,0,204736
2021-01-21,N,delivered,44965,120000,0,120000
2024-03-27,N,delivered,1169490,1182000,0,1182000
2024-09-08,N,conducted,4537935,5859120,0,5859120
2022-10-16,N,conducted,1873659,2679075,0,2679075
2020-09-15,N,delivered,3782208,1413350,0,1413350
2022-06-03,N,conducted,9829380,7991230,0,7991230
2022-02-22,N,cancelled,3744292,0,2935564,2935564
2020-10-30,N,conducted,1101528,885010,0,885010
2025-05-18,Y,sent_to_lab,22608,null,null,null
2025-04-07,N,booked,3217,null,null,null
2024-11-30,Y,report_hold,8166,null,null,null
2025-01-08,Y,report_hold,10800,null,null,null
2025-04-24,Y,report_hold,29951,null,null,null
2024-11-17,Y,recollection_required,1350,null,null,null
2025-04-16,Y,specimen_reached_lfs_center,408,null,null,null
2024-09-14,Y,report_hold,8731,null,null,null
2025-05-22,N,confirmed,22825,null,null,null
2021-04-16,N,delivered,2709,null,null,null
2025-03-04,Y,sample_collected,2078,null,null,null
2025-02-22,Y,phlebo_assigned,2887,null,null,null
2025-04-13,Y,confirmed,1850,null,null,null
2022-04-28,Y,delivered,10804365744,10662857364,0,10662857364
2023-02-21,Y,delivered,34606652886,33468254776,0,33468254776
2021-06-06,Y,cancelled,320329646,0,245698272,245698272
2022-06-02,Y,delivered,15627856704,13986895188,0,13986895188
2023-03-28,Y,delivered,20900763118,21418985445,0,21418985445
2020-09-08,Y,delivered,3272823572,3144574264,0,3144574264
2022-12-08,Y,cancelled,418760036,0,452184161,452184161
2022-02-23,Y,delivered,11314945113,11534646678,0,11534646678
2020-10-05,Y,delivered,3945663144,3825514910,0,3825514910
2025-05-15,Y,delivered,45513595035,42402856190,0,42402856190
2020-09-15,Y,cancelled,92628305,0,86689290,86689290
2023-12-23,Y,delivered,19631361750,19030481374,0,19030481374
2020-10-28,Y,delivered,2715970644,2570465460,0,2570465460
2024-05-25,Y,delivered,34062918771,33160030837,0,33160030837
2020-11-04,Y,cancelled,77385616,0,67584340,67584340
2021-09-04,Y,delivered,6974537626,6132458430,0,6132458430
2024-07-21,Y,cancelled,411513200,0,421954194,421954194
2022-12-14,Y,cancelled,351725192,0,369674928,369674928
2023-09-04,Y,cancelled,585812040,0,554037084,554037084
2024-02-25,N,cancelled,46156587,0,39146346,39146346
2021-12-31,Y,delivered,9809354808,9532958368,0,9532958368
2024-05-07,N,cancelled,37681688,0,35249824,35249824
2021-10-19,N,conducted,8405302,9730140,0,9730140
2022-02-09,Y,delivered,8132914816,6815391422,0,6815391422
2025-03-20,Y,cancelled,530853180,0,571341960,571341960
2022-07-11,Y,cancelled,371879704,0,336718272,336718272
2022-05-30,Y,cancelled,307662687,0,308120225,308120225
2025-02-08,Y,cancelled,552640353,0,615253536,615253536
2021-01-19,Y,cancelled,101962301,0,100976480,100976480
2025-04-19,N,conducted,20572600,24747626,0,24747626
2024-10-10,Y,cancelled,633586100,0,618005760,618005760
2022-12-22,N,cancelled,56442120,0,61583903,61583903
2023-12-31,N,cancelled,26169478,0,25645792,25645792
2020-04-15,Y,cancelled,7529864,0,7712820,7712820
2022-05-22,Y,cancelled,333138960,0,313044732,313044732
2022-03-27,Y,cancelled,195652800,0,180254520,180254520
2021-04-11,N,cancelled,16236896,0,17299496,17299496
2020-05-09,N,conducted,4148640,2978996,0,2978996
2020-06-15,N,conducted,3519480,3243940,0,3243940
2020-05-28,Y,cancelled,30189390,0,27769974,27769974
2021-02-05,N,cancelled,6742255,0,7698202,7698202
2020-03-01,Y,cancelled,36449500,0,42172278,42172278
2020-04-26,N,cancelled,8000064,0,5037100,5037100
2020-08-29,N,delivered,512865,607869,0,607869
2024-11-10,N,cancelled,42400320,0,35860812,35860812
2020-08-18,N,cancelled,22221529,0,21379860,21379860
2024-03-17,Y,cancelled,303021380,0,333725029,333725029
2025-02-21,N,conducted,16172648,12308772,0,12308772
2020-03-22,N,cancelled,3386864,0,3430100,3430100
2020-01-01,Y,cancelled,6288540,0,6352918,6352918
2020-10-19,N,conducted,7686564,6981743,0,6981743
2020-11-08,N,delivered,8024184,9187408,0,9187408
2023-09-02,N,conducted,9057594,8040222,0,8040222
2021-08-03,N,cancelled,5505000,0,5533296,5533296
2020-07-19,N,conducted,1909276,1948908,0,1948908
2024-06-04,N,conducted,8915900,9082822,0,9082822
2023-10-24,N,conducted,2043360,3217819,0,3217819
2021-09-02,N,cancelled,7995444,0,9262443,9262443
2020-10-03,N,delivered,878152,1298306,0,1298306
2023-08-15,N,conducted,1251220,900360,0,900360
2024-01-11,N,conducted,9519807,5660042,0,5660042
2024-09-22,N,conducted,5127183,4954122,0,4954122
2020-09-12,N,conducted,8910758,8155485,0,8155485
2020-03-21,N,conducted,3565450,4787023,0,4787023
2021-03-01,N,delivered,38376,89991,0,89991
2020-08-18,N,delivered,428680,513213,0,513213
2020-07-15,N,conducted,1759080,1864890,0,1864890
2021-06-16,N,delivered,null,7109,0,7109
2025-05-02,N,booked,2275,null,null,null
2025-02-27,Y,report_hold,23822,null,null,null
2025-01-10,Y,specimen_reached_lfs_center,2175,null,null,null
2025-05-06,Y,recollection_required,9569,null,null,null
2024-09-18,Y,recollection_required,5366,null,null,null
2024-12-24,Y,cancelled,435345339,0,438674035,438674035
2022-07-19,Y,delivered,19177854144,18731343577,0,18731343577
2023-04-08,Y,cancelled,520628851,0,483167072,483167072
2024-09-23,Y,delivered,46756830794,46885925930,0,46885925930
2023-08-08,Y,delivered,25598682582,24875319600,0,24875319600
2023-02-28,Y,delivered,20219386177,20410532832,0,20410532832
2025-03-21,Y,delivered,49401881910,45295765416,0,45295765416
2024-07-18,Y,delivered,38980142650,38588640702,0,38588640702
2023-07-28,N,cancelled,50214325,0,50784824,50784824
2023-11-29,Y,delivered,17308662486,16273773880,0,16273773880
2022-01-03,Y,cancelled,967435380,0,856485800,856485800
2021-11-11,Y,delivered,7859078150,7724550560,0,7724550560
2022-09-21,N,cancelled,129301488,0,118965096,118965096
2023-12-25,N,cancelled,55673184,0,58101905,58101905
2023-02-08,Y,delivered,23293111944,22441877515,0,22441877515
2021-04-20,Y,cancelled,7369367740,0,5083427080,5083427080
2022-05-04,Y,delivered,11776321598,11302385488,0,11302385488
2021-05-01,Y,delivered,15006644478,15938963240,0,15938963240
2021-03-19,Y,delivered,5316975498,5339601786,0,5339601786
2024-12-25,N,conducted,15659052,15421896,0,15421896
2020-12-06,Y,delivered,2953190096,3030412500,0,3030412500
2024-09-17,Y,cancelled,637368090,0,659688750,659688750
2023-01-26,Y,delivered,18028291620,17661062792,0,17661062792
2020-04-23,Y,delivered,200353584,177667204,0,177667204
2024-11-21,Y,cancelled,426620478,0,418606912,418606912
2024-08-17,Y,cancelled,627151235,0,618457125,618457125
2020-01-21,Y,delivered,1934752270,1897532251,0,1897532251
2023-07-04,N,cancelled,52590892,0,54710620,54710620
2020-10-02,Y,delivered,3880142455,3531440660,0,3531440660
2022-10-05,N,cancelled,25099182,0,24594900,24594900
2021-05-18,Y,cancelled,765813752,0,805715062,805715062
2020-06-22,Y,delivered,1082095053,927679214,0,927679214
2025-02-18,Y,cancelled,554767500,0,561293538,561293538
2022-04-05,Y,cancelled,186924894,0,177618372,177618372
2024-10-11,N,cancelled,41165161,0,42900296,42900296
2020-04-07,N,cancelled,4096911,0,3953544,3953544
2023-10-15,Y,cancelled,389338386,0,419248272,419248272
2024-03-18,N,conducted,5811480,6013260,0,6013260
2023-11-20,Y,cancelled,256467288,0,240549328,240549328
2025-03-30,N,conducted,3701148,3537040,0,3537040
2020-12-11,N,delivered,58752844,56944096,0,56944096
2020-11-03,N,conducted,6386296,5833720,0,5833720
2021-09-29,N,cancelled,8851688,0,7914432,7914432
2024-02-14,N,cancelled,39714031,0,45868161,45868161
2021-03-02,N,delivered,67248,78990,0,78990
2023-02-05,N,conducted,3646930,2555424,0,2555424
2021-08-10,N,conducted,9175518,8891238,0,8891238
2021-11-01,Y,cancelled,106830577,0,102207560,102207560
2021-06-18,N,conducted,9146523,10352700,0,10352700
2021-02-06,N,conducted,9914599,11821722,0,11821722
2020-03-16,N,cancelled,12978784,0,16691060,16691060
2022-05-20,N,cancelled,159655416,0,154209020,154209020
2023-04-24,N,conducted,2210418,3119648,0,3119648
2021-05-07,N,conducted,49329852,76374404,0,76374404
2020-04-26,N,conducted,84700,32160,0,32160
2021-05-31,N,cancelled,19637053,0,13847094,13847094
2023-06-02,N,cancelled,67409664,0,65202348,65202348
2021-12-10,N,cancelled,14655030,0,11849844,11849844
2024-03-21,N,conducted,8781822,7795664,0,7795664
2024-01-26,N,cancelled,35794200,0,38491770,38491770
2023-11-23,N,cancelled,58938225,0,53687292,53687292
2023-03-12,N,conducted,1763964,1354496,0,1354496
2022-04-16,N,cancelled,6052602,0,7244503,7244503
2023-11-02,N,conducted,4160508,4093284,0,4093284
2021-07-09,N,cancelled,3810768,0,5912651,5912651
2021-03-18,N,delivered,214320,211990,0,211990
2022-06-30,N,conducted,3163759,3736960,0,3736960
2022-12-29,N,conducted,3753834,3341912,0,3341912
2023-01-04,N,conducted,2458243,2207872,0,2207872
2025-01-28,Y,ready_for_dispatch,697,null,null,null
2025-01-11,Y,confirmed,1866,null,null,null
2024-11-27,Y,report_hold,8121,null,null,null
2025-05-24,N,confirmed,4528,null,null,null
2024-08-20,Y,confirmed,1991,null,null,null
2024-10-28,Y,confirmed,328,null,null,null
2025-04-24,Y,sample_collected,399,null,null,null
2024-08-23,N,booked,8923,null,null,null
2025-04-28,Y,sent_to_lab,1240,null,null,null
2025-05-15,N,delivered,1798,null,null,null
2021-07-22,Y,cancelled,237787515,0,219222980,219222980
2020-03-23,Y,cancelled,80748096,0,97497981,97497981
2020-09-19,Y,delivered,3901645050,3894621993,0,3894621993
2025-01-26,Y,delivered,35109412576,35231449652,0,35231449652
2024-09-16,Y,delivered,44000066088,43673053958,0,43673053958
2022-03-11,Y,delivered,10443806436,9774749049,0,9774749049
2024-05-22,Y,delivered,27106504672,26328847180,0,26328847180
2024-07-01,Y,delivered,34538125080,34182426502,0,34182426502
2020-08-02,Y,delivered,1922278776,2162859564,0,2162859564
2021-02-20,Y,delivered,5301037862,4928073475,0,4928073475
2022-11-21,Y,delivered,21230314272,19589387584,0,19589387584
2025-03-22,N,conducted,21365835,20304772,0,20304772
2022-11-26,Y,cancelled,445880435,0,480231528,480231528
2025-05-09,Y,delivered,38498808238,34858952616,0,34858952616
2023-01-23,Y,delivered,22550492160,20752336962,0,20752336962
2021-12-19,Y,cancelled,111063816,0,97761168,97761168
2024-11-09,N,conducted,24017532,29479463,0,29479463
2023-03-09,Y,cancelled,453472362,0,402612336,402612336
2022-01-01,Y,delivered,11199653550,9914644440,0,9914644440
2021-04-05,N,conducted,29491821,37333176,0,37333176
2023-10-29,Y,delivered,22728013740,23919701308,0,23919701308
2022-07-27,Y,cancelled,453293820,0,486736617,486736617
2022-10-15,Y,cancelled,564366792,0,550731324,550731324
2024-10-24,Y,cancelled,516629208,0,540522480,540522480
2024-08-19,N,cancelled,40350690,0,40411674,40411674
2023-02-13,Y,cancelled,470911052,0,420338690,420338690
2025-03-08,Y,cancelled,655190264,0,614652246,614652246
2020-05-13,Y,delivered,471450408,457887339,0,457887339
2020-04-05,Y,cancelled,6224720,0,4581875,4581875
2021-05-12,Y,cancelled,1422599288,0,1693009045,1693009045
2024-09-04,N,cancelled,77714412,0,66703606,66703606
2024-06-03,Y,cancelled,348797632,0,322224825,322224825
2025-04-15,Y,cancelled,411506880,0,396844902,396844902
2022-02-11,Y,cancelled,216994899,0,188483526,188483526
2024-11-27,Y,cancelled,397872552,0,362628804,362628804
2024-10-01,N,cancelled,58126761,0,55595136,55595136
2023-06-27,N,cancelled,55858204,0,55670755,55670755
2024-01-25,N,conducted,3589020,4067972,0,4067972
2023-02-09,N,cancelled,48012419,0,50646257,50646257
2023-10-29,N,cancelled,60442949,0,59479587,59479587
2023-09-06,N,cancelled,55914904,0,55546975,55546975
2024-06-02,N,cancelled,57660060,0,59198403,59198403
2023-05-27,N,cancelled,101380146,0,90941484,90941484
2021-11-02,N,cancelled,4228410,0,4178761,4178761
2021-12-30,N,cancelled,4067688,0,4067326,4067326
2020-02-08,N,conducted,24880095,27222252,0,27222252
2024-01-17,Y,cancelled,265281328,0,259850112,259850112
2020-04-28,Y,delivered,262171756,246002196,0,246002196
2023-04-23,N,cancelled,31225060,0,31716198,31716198
2021-12-07,N,conducted,9932750,10948352,0,10948352
2023-05-03,N,cancelled,38307346,0,35325785,35325785
2022-05-10,N,cancelled,4948185,0,4155004,4155004
2024-03-24,N,conducted,4978400,4698980,0,4698980
2024-02-15,N,cancelled,100914414,0,102223040,102223040
2020-09-23,N,delivered,2155027,3351410,0,3351410
2024-08-03,N,conducted,19088055,19871423,0,19871423
2021-09-07,N,cancelled,8260826,0,7965162,7965162
2020-07-19,N,cancelled,15240800,0,13113576,13113576
2023-01-24,N,conducted,3182592,4038044,0,4038044
2020-02-06,N,cancelled,4749831,0,4768524,4768524
2023-12-06,N,conducted,7144800,8026080,0,8026080
2022-01-13,N,cancelled,2825247,0,3708696,3708696
2020-01-07,N,delivered,349536,315114,0,315114
2025-01-24,N,conducted,19217619,18459197,0,18459197
2020-06-13,N,cancelled,59750833,0,40897206,40897206
2022-11-04,N,conducted,4422499,4124314,0,4124314
2025-05-17,N,delivered,1798,1798,0,1798
2022-07-01,N,conducted,5019827,5366450,0,5366450
2021-01-11,N,delivered,53516,81224,0,81224
2023-02-02,N,conducted,5696064,4944672,0,4944672
2023-04-29,N,conducted,4918560,4907176,0,4907176
2021-05-06,N,delivered,39196,32388,0,32388
2025-06-03,Y,sent_to_lab,null,5299,0,5299
2024-07-03,N,delivered,1720,null,null,null
2025-03-16,Y,confirmed,1020,null,null,null
2025-04-04,Y,report_hold,8260,null,null,null
2025-04-14,N,booked,609,null,null,null
2025-05-17,N,booked,2296,null,null,null
2025-02-19,N,booked,1290,null,null,null
2024-08-05,Y,report_hold,14561,null,null,null
2025-05-21,N,booked,4875,null,null,null
2024-09-17,N,booked,6413,null,null,null
2025-03-17,Y,confirmed,2486,null,null,null
2024-06-06,Y,delivered,25764386841,23874319656,0,23874319656
2021-10-16,N,conducted,8574910,8322248,0,8322248
2023-09-25,N,cancelled,104332692,0,100117788,100117788
2025-03-23,Y,delivered,56138859375,56928837825,0,56928837825
2025-02-11,N,conducted,13881452,15535464,0,15535464
2023-10-04,Y,delivered,28278889275,28009519902,0,28009519902
2022-02-17,Y,cancelled,145875572,0,149181750,149181750
2023-01-01,Y,delivered,10304307648,9468838339,0,9468838339
2022-02-03,Y,delivered,12133791780,11540648840,0,11540648840
2021-08-01,Y,delivered,5960715816,6362427418,0,6362427418
2023-11-02,N,cancelled,79327820,0,80692327,80692327
2024-02-20,N,cancelled,87749698,0,68541946,68541946
2023-01-20,N,cancelled,12462688,0,8412633,8412633
2025-03-31,Y,delivered,47686821887,46786217865,0,46786217865
2022-08-08,Y,cancelled,473800920,0,460704468,460704468
2021-09-14,Y,delivered,7915924728,7856594060,0,7856594060
2024-11-15,N,conducted,13722142,13931120,0,13931120
2021-09-02,Y,delivered,6346224041,5689822695,0,5689822695
2020-05-09,Y,cancelled,11773430,0,10851730,10851730
2023-09-18,Y,cancelled,379539776,0,374408550,374408550
2023-12-26,Y,cancelled,285654552,0,301857462,301857462
2021-09-14,Y,cancelled,212583292,0,219615840,219615840
2024-11-16,Y,cancelled,493044990,0,577140808,577140808
2024-06-13,N,cancelled,72179865,0,77348628,77348628
2020-03-15,Y,cancelled,43033354,0,44132920,44132920
2021-06-19,N,conducted,9159681,8536864,0,8536864
2021-12-25,Y,cancelled,124107321,0,127098475,127098475
2025-03-10,Y,cancelled,502547734,0,489252456,489252456
2024-08-23,N,cancelled,114275700,0,109109280,109109280
2024-03-22,Y,cancelled,327299308,0,281902500,281902500
2024-01-26,N,conducted,628230,219275,0,219275
2022-03-08,N,conducted,6314112,7919366,0,7919366
2025-02-19,N,conducted,10247700,14470650,0,14470650
2022-09-09,N,cancelled,35686503,0,41828897,41828897
2021-07-20,N,cancelled,7318550,0,6902638,6902638
2020-02-04,Y,cancelled,37979550,0,40492380,40492380
2021-11-06,N,cancelled,4651612,0,3964817,3964817
2020-10-31,N,cancelled,22379574,0,19392065,19392065
2021-03-22,Y,cancelled,181519663,0,165872043,165872043
2020-10-01,Y,cancelled,98863704,0,97369488,97369488
2020-02-11,N,conducted,6907824,8898186,0,8898186
2021-10-21,N,cancelled,29705481,0,28455025,28455025
2020-04-08,N,cancelled,3475174,0,3791013,3791013
2024-03-06,N,conducted,13097152,11363244,0,11363244
2020-07-20,N,conducted,3200190,2729463,0,2729463
2022-02-25,N,cancelled,2079231,0,1793568,1793568
2023-12-19,N,conducted,5364798,9734340,0,9734340
2020-01-17,N,cancelled,13567581,0,10984469,10984469
2020-02-22,N,delivered,472914,786072,0,786072
2021-06-10,N,cancelled,35247120,0,30326712,30326712
2023-07-26,N,cancelled,44659520,0,44882586,44882586
2022-11-01,N,conducted,7142112,5697771,0,5697771
2020-05-30,N,cancelled,29438975,0,23573328,23573328
2024-10-14,N,conducted,9240462,12541988,0,12541988
2023-08-06,N,conducted,6499672,5933403,0,5933403
2020-12-29,N,conducted,5470920,4116974,0,4116974
2021-11-03,N,cancelled,1886048,0,1602230,1602230
2024-12-13,N,conducted,9344032,14526564,0,14526564
2023-01-24,N,cancelled,9632715,0,9214578,9214578
2022-01-05,N,conducted,4408962,4047438,0,4047438
2020-09-30,N,conducted,2612460,1842806,0,1842806
2020-09-02,N,conducted,6179530,6459840,0,6459840
2022-10-25,N,conducted,655983,698870,0,698870
2020-05-07,N,delivered,27000,27000,0,27000
2021-02-27,N,conducted,162947,45220,0,45220
2025-01-12,Y,report_hold,7547,null,null,null
2024-10-28,Y,sample_collected,23400,null,null,null
2024-09-26,Y,recollection_required,4235,null,null,null
2024-12-04,Y,recollection_required,2578,null,null,null
2024-08-06,Y,report_hold,13053,null,null,null
2025-01-17,Y,recollection_required,2104,null,null,null
2020-04-14,N,delivered,0,null,null,null
2024-09-23,N,confirmed,570,null,null,null
2021-04-21,N,delivered,10580,null,null,null
2025-04-09,Y,recollection_required,8141,null,null,null
2021-02-28,Y,delivered,4664092032,4755005400,0,4755005400
2021-05-27,Y,cancelled,459332206,0,437552720,437552720
2024-12-22,Y,delivered,32699733000,34284388899,0,34284388899
2024-08-03,Y,cancelled,678319200,0,626342847,626342847
2021-04-10,Y,delivered,11715329111,11198644884,0,11198644884
2022-10-16,Y,delivered,22767706341,23794327678,0,23794327678
2024-06-15,Y,cancelled,441229703,0,479976420,479976420
2023-06-27,Y,delivered,19555304979,19235193246,0,19235193246
2020-11-29,N,cancelled,140008330,0,549730920,549730920
2023-03-03,N,cancelled,44890788,0,45780180,45780180
2024-08-27,Y,delivered,35623594333,35091058176,0,35091058176
2023-11-30,Y,delivered,16320946143,16035576336,0,16035576336
2023-12-24,Y,delivered,18762958320,18177050297,0,18177050297
2022-02-16,Y,delivered,9824757309,9583814372,0,9583814372
2022-05-03,Y,delivered,11292234300,11309440168,0,11309440168
2024-03-16,Y,cancelled,444116816,0,423686790,423686790
2022-06-03,N,cancelled,122173639,0,116084216,116084216
2023-02-23,N,cancelled,42663238,0,44198169,44198169
2020-02-16,Y,delivered,2055987036,2306055182,0,2306055182
2024-12-31,Y,delivered,26881136304,30227260556,0,30227260556
2024-07-01,Y,cancelled,439610395,0,454172895,454172895
2022-01-02,Y,delivered,13932980600,13259100096,0,13259100096
2025-01-27,Y,cancelled,1461902875,0,1437571254,1437571254
2021-12-01,Y,cancelled,137364097,0,145292255,145292255
2020-10-08,Y,delivered,3352678970,3574444720,0,3574444720
2021-01-08,Y,cancelled,108970316,0,107653712,107653712
2022-11-23,Y,cancelled,423855664,0,439636185,439636185
2023-02-27,Y,cancelled,316093646,0,295447493,295447493
2022-04-25,Y,cancelled,171539940,0,158157760,158157760
2023-07-10,N,conducted,5528247,4200907,0,4200907
2023-07-16,N,cancelled,34080450,0,32577646,32577646
2020-03-27,Y,delivered,104680910,99966528,0,99966528
2021-06-17,Y,cancelled,245921817,0,230858415,230858415
2020-10-18,Y,cancelled,57838929,0,62604962,62604962
2021-04-28,N,cancelled,114646952,0,80049736,80049736
2024-08-07,N,cancelled,56288478,0,64667790,64667790
2022-12-04,Y,cancelled,441492480,0,431345003,431345003
2024-11-26,N,cancelled,42291415,0,37844982,37844982
2020-02-21,N,cancelled,12237015,0,13171537,13171537
2024-01-22,Y,cancelled,150468056,0,143475200,143475200
2021-05-03,N,delivered,32902,25200,0,25200
2024-09-23,N,conducted,11788400,10391280,0,10391280
2025-01-07,N,cancelled,51692336,0,57621092,57621092
2023-04-08,N,cancelled,68711580,0,71549469,71549469
2020-11-19,N,cancelled,74883124,0,64177752,64177752
2021-06-28,N,cancelled,10369364,0,9986460,9986460
2022-03-05,N,cancelled,7308657,0,11498732,11498732
2020-06-20,Y,cancelled,19861051,0,14862020,14862020
2020-01-29,N,cancelled,33492150,0,36361539,36361539
2021-03-30,N,delivered,48176,19120,0,19120
2022-06-24,N,conducted,6779295,7513856,0,7513856
2025-01-13,N,conducted,2527778,2119000,0,2119000
2020-02-21,N,delivered,1555905,1072656,0,1072656
2022-08-12,N,conducted,5297328,6818713,0,6818713
2021-06-17,N,delivered,null,3762,0,3762
2020-01-09,N,delivered,558840,898845,0,898845
2025-06-02,Y,cancelled,null,0,11125,11125
2020-05-19,N,delivered,45000,43000,0,43000
2024-09-11,Y,phlebo_assigned,630,null,null,null
2020-04-30,N,conducted,34175,null,null,null
2024-10-27,Y,report_hold,19467,null,null,null
2025-05-21,Y,sample_collected,1097,null,null,null
2025-03-24,N,booked,1547,null,null,null
2024-12-11,N,booked,1008,null,null,null
2024-12-01,Y,recollection_required,860,null,null,null
2024-08-25,Y,sample_collected,1609,null,null,null
2025-03-18,N,confirmed,3051,null,null,null
2025-05-19,N,delivered,899,null,null,null
2024-09-02,N,confirmed,1599,null,null,null
2024-07-03,Y,delivered,35648336587,34893347544,0,34893347544
2024-09-30,Y,cancelled,704602080,0,638359920,638359920
2024-01-30,Y,cancelled,243799160,0,248218292,248218292
2022-06-16,Y,delivered,17344355400,16533753648,0,16533753648
2021-06-10,Y,delivered,7092242098,7314713820,0,7314713820
2023-09-09,Y,delivered,34215662936,32463670592,0,32463670592
2022-01-18,Y,delivered,16942832456,17488842615,0,17488842615
2023-10-05,Y,delivered,30595118355,29929236480,0,29929236480
2024-03-24,Y,delivered,21204925400,23859539892,0,23859539892
2023-11-02,Y,delivered,20935541022,19019243256,0,19019243256
2022-12-17,Y,cancelled,596680437,0,568371069,568371069
2022-08-15,Y,delivered,19531209878,18360868972,0,18360868972
2021-07-03,Y,delivered,6350775680,6038818926,0,6038818926
2022-12-10,Y,cancelled,635585364,0,617650120,617650120
2023-04-10,Y,cancelled,367903638,0,374439700,374439700
2022-09-23,Y,cancelled,558676237,0,471781032,471781032
2023-09-06,Y,cancelled,477183238,0,489555255,489555255
2021-06-01,Y,delivered,9016446924,9499860186,0,9499860186
2022-12-03,Y,delivered,21269606461,21750648120,0,21750648120
2020-06-12,N,cancelled,88095645,0,131094342,131094342
2021-07-10,Y,delivered,5547039993,4821757850,0,4821757850
2024-07-07,N,conducted,3947029,3882650,0,3882650
2024-01-07,N,conducted,3968375,3690164,0,3690164
2022-07-26,Y,cancelled,450972070,0,442173999,442173999
2021-12-24,Y,delivered,7658961032,7910566410,0,7910566410
2023-11-06,N,cancelled,51370852,0,50434008,50434008
2024-06-01,N,cancelled,90481281,0,100542468,100542468
2020-09-25,N,delivered,3925422,3056976,0,3056976
2020-10-02,Y,cancelled,98726644,0,98138817,98138817
2023-10-28,N,cancelled,77874510,0,79313052,79313052
2024-04-27,Y,cancelled,342405261,0,336305900,336305900
2021-10-26,Y,cancelled,138624400,0,134876172,134876172
2023-05-22,Y,cancelled,209323702,0,209450052,209450052
2020-10-27,Y,cancelled,87394896,0,83566800,83566800
2024-07-03,N,cancelled,69901461,0,72727128,72727128
2021-12-13,N,conducted,8952880,7704144,0,7704144
2020-05-07,Y,cancelled,14505348,0,14575452,14575452
2021-03-12,N,cancelled,30541746,0,26379200,26379200
2021-01-11,Y,cancelled,87106050,0,97368339,97368339
2020-11-22,N,conducted,4864978,5277349,0,5277349
2021-03-01,Y,cancelled,105802219,0,108736390,108736390
2024-08-18,N,cancelled,43114241,0,37423152,37423152
2020-11-10,Y,cancelled,53430503,0,55292391,55292391
2022-06-10,Y,cancelled,313319578,0,310540176,310540176
2020-09-06,N,cancelled,17453589,0,18042360,18042360
2020-10-10,Y,cancelled,74932448,0,67234200,67234200
2020-01-03,N,conducted,11862360,13419534,0,13419534
2021-12-18,N,cancelled,11265837,0,11153064,11153064
2020-07-07,N,conducted,2883160,3296285,0,3296285
2020-11-27,N,conducted,3411696,3478770,0,3478770
2020-07-18,N,delivered,1620768,1529850,0,1529850
2024-01-02,N,cancelled,63945250,0,57993002,57993002
2024-01-14,N,conducted,3936814,3239690,0,3239690
2023-05-05,N,conducted,4360176,3542994,0,3542994
2022-10-06,N,conducted,4730990,4042209,0,4042209
2021-04-10,N,conducted,16856040,19067440,0,19067440
2022-01-23,N,conducted,2771078,2196684,0,2196684
2022-12-21,N,conducted,4993300,4544481,0,4544481
2020-08-29,N,conducted,5973850,5607609,0,5607609
2022-07-22,N,conducted,5554507,5892032,0,5892032
2023-06-07,N,conducted,3302990,2539363,0,2539363
2020-02-24,N,delivered,383697,463900,0,463900
2020-07-31,N,cancelled,20195699,0,15939000,15939000
2024-11-29,N,conducted,10761660,11939012,0,11939012
2021-12-19,N,cancelled,9340647,0,9717520,9717520
2020-01-14,N,cancelled,3886435,0,2843610,2843610
